id,name,id
5558,Greenwich Film Productions,1657.0
5558,Euro International Film (EIA),8930.0
3043,Braunsberg Productions,1299.0
3043,Carlo Ponti Cinematografica,1300.0
36665,,
16246,Halicki Productions,15489.0
27977,Syn-Frank Enterprises,4742.0
42448,Twentieth Century Fox Film Corporation,306.0
42449,BBS Productions,15266.0
8327,Producciones Zohar,2437.0
37627,Paramount Pictures,4.0
32940,Warner Bros.,6194.0
31656,Jerry Bick,71748.0
31656,George Litto Productions,71749.0
29859,Twentieth Century Fox Film Corporation,306.0
28994,,
5618,Les Films Pomereu,459.0
5618,Gaumont International,7961.0
19174,Comedian Intl Enterprise Productions (C.I.E.),17953.0
9385,Dargaud Films,5851.0
9385,Les Productions René Goscinny,7963.0
9385,Studios Idéfix,7964.0
28209,Trinacra Films,4765.0
1835,ITC Entertainment,1584.0
1835,E.K.,3537.0
70259,Columbia Pictures Corporation,441.0
70259,Vista,14686.0
10711,Twentieth Century Fox Film Corporation,306.0
19740,Universal Studios,13.0
1829,Les Films du Carrosse,53.0
1829,Les Productions Artistes Associés,64.0
1829,Les Artistes Associés,15749.0
43430,Mosfilm,5120.0
32042,Warner Bros.,6194.0
32042,Layton Productions,76493.0
32042,Hiller Productions,76494.0
9652,Les Films Concordia,1714.0
9652,Metro-Goldwyn-Mayer (MGM),8411.0
9652,CIPI Cinematografica S.A.,8574.0
38099,Golden Harvest Company,2521.0
38099,Paragon Films Ltd.,3055.0
47313,Toei Tokyo,3790.0
5725,,
38783,ABC Circle Films,2166.0
38783,Dan Curtis Productions,9228.0
3870,Paramount Pictures,4.0
3870,United Artists,60.0
3870,Les Productions Artistes Associés,64.0
3870,Artemis Film,1521.0
3870,Produzioni Europee Associati (PEA),7508.0
1660,Les Films du Carrosse,53.0
1660,Les Productions Artistes Associés,64.0
133008,Lenfilm,10845.0
6476,United Artists,60.0
6476,Frankovich Productions,2102.0
6476,William Self Productions,11706.0
10640,American International Pictures (AIP),9266.0
33324,Cabin Creek Films,7942.0
29856,New World Pictures,1950.0
48205,Gaumont,9.0
48205,Les Films du Losange,223.0
48205,Janus Films,533.0
48205,Artemis Film,1521.0
48205,Hessischer Rundfunk (HR),9292.0
48205,Janus Filmproduktion GmbH,30277.0
46978,Gaumont,9.0
46978,Les Films du Losange,223.0
26842,Filmco International Productions,29110.0
42252,United Artists,60.0
42252,Devon/Persky-Bright,29119.0
73100,Mosfilm,5120.0
11558,Twentieth Century Fox Film Corporation,306.0
11558,Frank Yablans Presentations,4988.0
11558,Miller-Milkis Productions,12283.0
5651,,
43751,Penta Films,6651.0
14336,Polar Music International,6364.0
18775,Metro-Goldwyn-Mayer (MGM),8411.0
12535,Twentieth Century Fox Film Corporation,306.0
12535,Crossbow Productions,1296.0
1421,Les Films du Carrosse,53.0
1421,Les Productions Artistes Associés,64.0
62847,,
77360,Conacite Dos,5001.0
12637,United Artists,60.0
12637,Chartoff-Winkler Productions,12252.0
54140,Citel Films,1530.0
54140,Société Française de Production (SFP),6849.0
54140,France 3 (FR 3),11244.0
54140,Action Films,21505.0
38985,Paramount Pictures,4.0
38985,Universal Pictures,33.0
38985,Film Properties International N.V.,10956.0
61280,Twentieth Century Fox Film Corporation,306.0
61280,Hera Productions,16192.0
16378,,
72412,Metro-Goldwyn-Mayer (MGM),8411.0
11935,Associated General Films,4377.0
11935,Incorporated Television Company (ITC),15980.0
13481,Shaw Brothers,5798.0
24998,Gates of Heaven,8798.0
13514,Golden Harvest Company,2521.0
113777,,
1362,Rankin/Bass Productions,688.0
156235,,
98851,Clonus Associates,9214.0
29107,Films A.B.C.,7996.0
29107,Off Production,9127.0
29107,Rush Production,17908.0
45691,Svensk Filmindustri (SF),6181.0
45691,Svenska Ord,78546.0
11537,Seasonal Film Corporation,13433.0
45695,Lion's Gate Films,18203.0
42165,,
33701,Trinacra Films,4765.0
33701,Ragewar Productions,6447.0
38438,Sara Films,876.0
38438,Antenne-2,1117.0
10654,United Artists,60.0
10654,CIP Filmproduktion GmbH,14309.0
25264,Antenne-2,1117.0
25264,Société Française de Production (SFP),6849.0
25264,V Films,14388.0
19827,Warner Bros.,6194.0
18966,Melvin Simon Productions,2124.0
18966,American International Pictures (AIP),9266.0
30636,Fiction Cinematografica S.p.a.,5079.0
30636,20th Century Fox Film Corporation,22573.0
33665,Faces Distribution,5334.0
45169,Lions Gate Films,35.0
45169,Twentieth Century Fox Film Corporation,306.0
15717,Rockers Film Corporation,3105.0
54663,Paramount Pictures,4.0
80310,,
179798,Necta,57487.0
64353,,
114516,,
47542,Sandrews,1728.0
47542,Svenska Filminstitutet (SFI),7446.0
47542,Treklövern HB,7834.0
47542,Team Film AB,7835.0
86295,Pact Productions,2805.0
86295,Hemdale Film,3952.0
86295,Enterprise Films,4474.0
149645,,
23615,Edgar J. Scherick Associates,4240.0
13633,EMI Films,8263.0
14087,Gen Productions,2863.0
6341,Columbia Pictures Corporation,441.0
6341,Rastar Pictures,2070.0
27679,,
7012,ABC Circle Films,2166.0
20545,Warner Bros.,6194.0
20545,Dream Quest Images,79655.0
23096,Euro Video,41917.0
15251,HBO,6068.0
17435,Channel Four Films,181.0
17435,Independent Productions,626.0
17435,American Playhouse,3906.0
78177,,
11948,National Film Trustee Company,464.0
15716,,
29173,Regency Productions,42121.0
32689,Films A2,875.0
32689,Sara Films,876.0
32689,JLG Films,22811.0
21356,Nelvana Limited,1023.0
21356,Canadian Film Development Corporation (CFDC),4952.0
21356,Metro-Goldwyn-Mayer (MGM),8411.0
42115,NEF Diffusion,22359.0
42115,SU.MA.FA.,84227.0
42115,Orca Productions,84228.0
232,Universal Pictures,33.0
42116,,
30707,Warner Bros.,6194.0
30707,The Ladd Company,7965.0
12633,Twentieth Century Fox Film Corporation,306.0
12633,Frank Yablans Presentations,4988.0
47892,EMI Films,8263.0
47892,Lone Wolf McQuade Associates,21469.0
19258,Universal Pictures,33.0
19258,Warner Bros.,6194.0
22998,Twentieth Century Fox Film Corporation,306.0
22998,Brooksfilms,5612.0
15301,Warner Bros.,6194.0
29140,Rob Houwer Productions,9331.0
29140,Verenigde Nederlandsche Filmcompagnie (VNF),23968.0
28054,New World Pictures,1950.0
11609,Hemdale Film Corporation,469.0
11609,Yellowbeard Associates,16599.0
9041,TF1 Films Productions,356.0
31939,Eastern Counties Newspapers Ltd.,3100.0
63418,Abilene,8442.0
42086,,
13189,Entertainment Partners Ltd.,4015.0
48677,Universal Pictures,33.0
30278,,
46088,Ministère de la Culture,10901.0
46088,Michael Arthur Films,16070.0
46088,La Cécilia,75853.0
19596,Virgin,1419.0
1884,Lucasfilm,1.0
1884,Korty Films,775.0
19621,Zenith Entertainment,3644.0
19621,Central,3649.0
19621,Recorded Picture Company (RPC),11561.0
10179,JF Productions,3893.0
10179,Metro-Goldwyn-Mayer (MGM),8411.0
47874,Lantana,4127.0
47874,Warner Bros.,6194.0
47874,Hemdale,16593.0
113784,,
108241,,
27102,Les Films du Losange,223.0
27102,Les Films Ariane,7110.0
47359,Paramount Pictures,4.0
47359,Jaffe-Lansing,14361.0
27414,TriStar Pictures,559.0
33138,UCLA School of Film and Television,10250.0
33138,black sand productions,88014.0
33138,pacific arts,88015.0
25425,,
8221,Kaktus Producciones Cinematográficas,2353.0
8221,Tesauro,2354.0
17663,Sullivan Entertainment,12296.0
8868,Dargaud Films,5851.0
8868,Gaumont International,7961.0
8868,Les Productions René Goscinny,7963.0
29903,Rodeo Productions,1641.0
29903,Aries Cinematográfica Argentina,5462.0
92802,,
54407,New South Wales Film Corp.,14590.0
54407,Window III Productions,94301.0
41243,,
12615,Roxbury Productions,1545.0
12615,Punch Productions,2154.0
14029,DACFILM Rome,4746.0
10372,Lucasfilm,1.0
40929,Silver Screen Partners,514.0
40929,TriStar Pictures,559.0
40929,Home Box Office (HBO),3268.0
67342,Toho-Towa,657.0
67342,Bo Ho Film Company Ltd.,3106.0
67342,Golden Harvest Company Ltd.,6379.0
9056,Golden Way Films Ltd.,3054.0
9056,Paragon Films Ltd.,3055.0
27064,Lucasfilm,1.0
27064,American Zoetrope,70.0
27064,Tristone Entertainment Inc.,38100.0
27064,M Company,84815.0
51878,Crown International Pictures,1009.0
62429,Sandrews,1728.0
62429,Thorn EMI Screen Entertainment,6179.0
62429,Svenska Filminstitutet (SFI),7446.0
62429,Teamfilm AS,14623.0
62429,Filmhuset AS,17593.0
62429,Semic,24574.0
62429,Farago Film,24575.0
10176,Cinepro,6927.0
10176,Mr. Yellowbeard Productions Limited & Company,6928.0
9080,Warner Bros.,6194.0
9080,AAR Films,8760.0
18502,New World Pictures,1950.0
18502,Larco Productions,17069.0
31600,CBS Productions,2161.0
31600,CBS Entertainment Productions,3902.0
41205,Arctic-Filmi,47776.0
30069,The Guber-Peters Company,4357.0
30069,Warner Bros.,6194.0
16082,Columbia Pictures,5.0
14670,PECF,1650.0
14670,Little Bear,16772.0
9318,Gaumont International,7961.0
9318,Gutenberghus,7962.0
30653,Universal Pictures,33.0
30653,Kings Road Entertainment,4255.0
26555,Warner Bros.,6194.0
47340,New South Wales Film Corp.,14590.0
47340,Springvale Productions,23570.0
10570,First Floor Features,938.0
42021,Metro-Goldwyn-Mayer (MGM),8411.0
65326,,
24657,Argos Films,6116.0
24657,Svenska Filminstitutet (SFI),7446.0
24657,Film Four International,9210.0
53157,,
41480,,
36677,Brooksfilms,5612.0
36677,Metro-Goldwyn-Mayer (MGM),8411.0
11471,Cinema City Company Limited,76530.0
21733,Golden Way Films Ltd.,3054.0
21733,Paragon Films Ltd.,3055.0
21733,Golden Harvest Company Ltd.,6379.0
17421,Sunbow Productions,3313.0
22572,New World Pictures,1950.0
49964,Kanoon,11459.0
49964,The Institute for the Intellectual Development of Children & Young Adults,11460.0
41076,Svensk Filmindustri (SF),6181.0
41076,Kulturtuben,16270.0
4043,Laurenfilm,84938.0
27342,Orion Pictures,41.0
2172,Filmkameratene A/S,1003.0
2172,Carolco Pictures,14723.0
8852,Universal Pictures,33.0
8852,Carolco Pictures,14723.0
8852,Alive Films,17823.0
8852,Larry Franco Productions,17824.0
30421,Cinema City,13660.0
60631,Golan-Globus Productions,13549.0
96333,De Laurentiis Entertainment Group (DEG),484.0
96333,Kingsgate Films,770.0
49815,Nelson Entertainment,365.0
18305,Cinema City,13660.0
92663,Qartuli Pilmi,15406.0
8677,Warner Bros. Television,1957.0
8677,Alan Shayne Productions,2518.0
26369,Beyond Infinity,5126.0
26369,Gaucamolle Pictures,8443.0
26369,Phantom Productions,8444.0
11513,Werner Herzog Filmproduktion,843.0
11513,Zweites Deutsches Fernsehen (ZDF),4606.0
11513,Ghana Film Industry Corporation,10870.0
40844,,
49314,Orion Pictures,41.0
41959,,
16296,Chiodo Brothers Productions,3173.0
16296,Sarlui / Diamant Production,8610.0
13192,Ultimate Productions,7702.0
18917,Channel Four Films,181.0
18917,Hessischer Rundfunk (HR),9292.0
18917,Condor Films,18161.0
116345,Channel Four Films,181.0
116345,Dearfilm,71674.0
48309,Empire Pictures,1212.0
93457,New Century Entertainment Corporation,10165.0
93457,Warnr Bros.,20518.0
41967,Extra Large Productions,64620.0
47795,Paradis Films,255.0
47795,Greek Film Center,7254.0
47795,Greek Television ET-1,10769.0
47795,La Sept,16527.0
47795,Rai 2,23119.0
47795,Sofinergie 1,25513.0
47795,Basic Cinematografica,25514.0
47795,Compagnie Generale d'Images,25515.0
47795,Theo Angelopoulos O.E.,25516.0
4271,MK2 Productions,9209.0
4271,France 3 Cinema,16804.0
4271,Centre National de la Cinématographie (CNC),18367.0
41949,Atlantic Releasing Corporation,18947.0
114524,New Yorker Films,5448.0
114524,Sandollar Productions,5842.0
16859,Studio Ghibli,10342.0
16859,Nibariki,12516.0
38695,,
2927,Centropolis Film Productions,620.0
2927,Overseas FilmGroup,888.0
41939,Teshigahara Productions,3212.0
85556,,
119324,Granada Television,14063.0
26936,Bandai Visual Company,528.0
26936,Shochiku-Fuji Company,6919.0
25943,Paramount Pictures,4.0
71373,Goldcrest Films International,500.0
9768,Imagine Entertainment,23.0
9768,Universal Pictures,33.0
11909,Golden Princess Film Production Limited,6213.0
11909,John Woo Film Production,6214.0
60778,Twentieth Century Fox Film Corporation,306.0
27274,Levins-Henenlotter,4648.0
27274,Shapiro-Glickenhaus Entertainment,16636.0
110838,Zweites Deutsches Fernsehen (ZDF),4606.0
110838,British Screen Productions,12745.0
110838,Channel 4,14966.0
110838,Basilisk Communications,27903.0
110838,Uplink Co.,27904.0
110838,Space Shower TV,66411.0
110838,Sohbi Kikaku,93400.0
10485,Universal Pictures,33.0
10485,SAH Productions,51416.0
9569,Warner Bros.,6194.0
22189,Universal Pictures,33.0
22189,Mirage Films,15685.0
71805,Walt Disney Pictures,2.0
71805,Filmkameratene A/S,1003.0
71805,Svensk Filmindustri (SF),6181.0
7975,,
41821,China Film Co-Production Corporation,2269.0
21344,Fugitive Features,1625.0
21344,Parkfield Entertainment,3956.0
9399,Universal Pictures,33.0
9399,Imperial Filmproduktion,2007.0
31597,Universal Pictures,33.0
31597,TriStar Pictures,559.0
31597,Carolco Pictures,14723.0
30017,Kanoon,11459.0
30017,The Institute for the Intellectual Development of Children & Young Adults,11460.0
11131,HandMade Films,20076.0
14571,Studio DEEN,8182.0
21168,BBC Films,288.0
21168,Fugitive Features,1625.0
21168,Zenith Entertainment,3644.0
21168,British Screen Productions,20777.0
59058,Parallax Pictures,983.0
59058,Channel 4 Television,5778.0
1662,Orion Pictures,41.0
1662,The Rank Organisation,364.0
1662,Cinehaus,761.0
6444,Les Productions du Champ Poirier,883.0
6444,Sofimage,2093.0
6444,FR3 Films Production,26194.0
6444,Téléma,63893.0
71642,Ellepi Films,750.0
71642,Reteitalia,1242.0
71642,Dania Film,1701.0
71642,Italfrance Films,12725.0
71642,DMV Distribuzione,12740.0
71642,Surf Film,34401.0
31923,Incorporated Television Company,1155.0
20562,,
18311,Media Asia Films,5552.0
48448,Desert Productions,35482.0
1483,Theatre Of Material,69112.0
41783,,
28553,Republic Pictures,1432.0
58648,Imagine Entertainment,23.0
58648,Universal Pictures,33.0
36337,Cineville,2832.0
68773,Full Moon Entertainment,4867.0
25330,Twentieth Century Fox Film Corporation,306.0
25330,Hughes Entertainment,477.0
22423,Warner Bros.,6194.0
4539,American Zoetrope,70.0
4539,Cineplex-Odeon Films,5231.0
22792,Film Brigade,4379.0
22792,Rocket Pictures,28320.0
22828,Cinehaus,761.0
22828,Edward R. Pressman Film,6455.0
22828,Bison Films,26045.0
12776,Cecchi Gori Group Tiger Cinematografica,371.0
12776,Penta Films,6651.0
12776,Silvio Berlusconi Communications,8694.0
31696,Universal Pictures,33.0
31696,Initial Pictures,6781.0
31696,Kellgate Limited,65270.0
17467,Diagonal Pictures,3326.0
36351,Fine Line Features,8.0
36351,Live Entertainment,285.0
36351,Seven Arts,8268.0
36351,Carolco Pictures,14723.0
47252,Isolar,36122.0
34376,Gladden Entertainment,1648.0
15080,Studio Ghibli,10342.0
39233,Universal Pictures,33.0
6463,Warner Bros.,6194.0
14362,Warner Bros.,6194.0
14362,Arnold Kopelson Productions,16775.0
14362,Seagal/Nasso Productions,17825.0
5048,Allarts,1832.0
9588,Pathe,7396.0
9588,Metro-Goldwyn-Mayer (MGM),8411.0
41792,Working Title Films,10163.0
25674,Universal Pictures,33.0
25674,Robert Simonds Productions,3929.0
53688,,
21338,Stone Group Pictures,3470.0
21338,Vision International,3603.0
123778,First Run Features,4095.0
123778,National Film Board of Canada (NFB),17027.0
94666,American Playhouse,3906.0
94666,True Fiction Pictures,37909.0
41804,,
147164,Mosfilm,5120.0
23438,Walt Disney Pictures,2.0
215993,WGBH,3449.0
215993,Granada Television,14063.0
97044,,
29904,Triana Films,87594.0
13995,Jadran Film,168.0
13995,21st Century Film Corporation,13282.0
13995,Marvel Enterprises,19551.0
11198,Golden Harvest Company,2521.0
11198,Golden Way Films Ltd.,3054.0
11198,Paragon Films Ltd.,3055.0
41678,Parnasse Production,2464.0
41678,MK2 Productions,9209.0
41678,Les Films du Scarabée,75424.0
75145,HBO Films,7429.0
186809,Touchstone Pictures,9195.0
19143,Metro-Goldwyn-Mayer (MGM),8411.0
19143,Eclectic Films,18938.0
27381,Warner Bros.,6194.0
45145,Vega Film,8138.0
45145,Balthazar Productions,10005.0
45145,Starr,38735.0
45145,Arena,38736.0
11621,Studio Ghibli,10342.0
47714,Rai 2,23119.0
47714,Erre Produzioni,58353.0
47714,Alia Film,83998.0
19087,Paramount Pictures,4.0
40082,Regency Enterprises,508.0
40082,Alcor Films,644.0
40082,Canal+,5358.0
40082,Warner Bros.,6194.0
36288,Penta Films,6651.0
36288,Tribeca Productions,11391.0
38143,,
31962,Twentieth Century Fox Film Corporation,306.0
31962,Sandollar Productions,5842.0
31962,Peter V. Miller Investment Corp.,89304.0
22590,Vision PDG,4109.0
22590,Gallery Films,17160.0
41777,Avala Film,5940.0
41777,Novosad,74592.0
41777,Magda,74593.0
48150,Orly Films,354.0
48150,Cinéa,874.0
41778,,
40213,Film Workshop,3618.0
83761,Kanoon,11459.0
83761,The Institute for the Intellectual Development of Children & Young Adults,11460.0
34683,Danmarks Radio (DR),119.0
34683,Memfis Film,321.0
34683,J&M Entertainment,12474.0
47350,,
25684,Cannon Group,1444.0
25684,International Movie Service S.r.l.,11513.0
5051,Cine Electra,1035.0
5051,Allarts,1832.0
5051,La Sept,16527.0
5051,Union Générale Cinématographique (UGC),30994.0
14135,Australian Film Finance Corporation,1380.0
14135,Fandango,2441.0
14135,South Australian Film Corporation,2806.0
14135,Bubby Productions,11263.0
18817,Mandarin Films Distribution Co,6949.0
27678,HBO Films,7429.0
83599,Ego Film Arts,12800.0
83599,ZDF Television,24950.0
83599,The Armenian National Cinematheque,24951.0
16437,Trimark Pictures,4063.0
16437,Anglo-American Film Corporation,72479.0
251732,,
17811,,
12088,Village Roadshow Pictures,79.0
12088,Davis Entertainment,1302.0
12088,Fortress Films,19047.0
96712,ERA,9090.0
96712,Nian Dai International,9091.0
96712,Qiu Fusheng,29871.0
48706,Columbia Pictures,5.0
48706,New Line Cinema,12.0
48706,Castle Rock Entertainment,97.0
47105,,
30366,,
19371,New Line Cinema,12.0
41661,Miramax Films,14.0
41661,Tribeca Productions,11391.0
35610,Trimark Pictures,4063.0
67595,HBO Films,7429.0
12664,Miramax Films,14.0
12664,BBC Films,288.0
7500,Bandai Visual Company,528.0
7500,Shôchiku Eiga,5070.0
7500,Shouchiku Co.,21296.0
7500,Yamada Right Vision Corporation,47397.0
20339,Universal Pictures,33.0
20339,Prominent Features,11352.0
11143,Golden Harvest Company,2521.0
11143,Eastern Productions,3359.0
5187,New Line Cinema,12.0
5187,Three Hearts Productions,36383.0
13519,Laurel Entertainment,2483.0
13519,Greengrass Productions,3156.0
32764,Wega Film,224.0
26877,Golden Harvest Company,2521.0
26877,Wong Jing's Workshop,23480.0
59051,Full Moon Entertainment,4867.0
18998,Renaissance Pictures,467.0
18392,New Line Cinema,12.0
18392,"Ministry of Film, The",21085.0
18392,General Media Entertainment,21086.0
8983,Anchor Bay Films,5860.0
41578,Front Films,21149.0
17796,Tommy,3397.0
63097,American Playhouse Theatrical Films,8827.0
17809,Eastern Productions,3359.0
271304,Pandora Cinema,185.0
271304,Generation Films (I),40670.0
271304,Lewin Films,40671.0
18837,Bandai Visual Company (JAPAN),570.0
18837,Studio Nue,3529.0
18837,Triangle Staff,3530.0
11067,Warner Bros.,6194.0
11067,Morgan Creek Productions,10210.0
10486,DD Productions,1524.0
10486,Film Par Film,3620.0
10486,Touchstone Pictures,9195.0
10486,Cité Films,14035.0
10486,Edward S. Feldman Company,35426.0
58416,Pandora Filmproduktion,254.0
58416,Sputnik Oy,706.0
58416,Finnish Film Foundation,2396.0
35977,Live Entertainment,285.0
35977,Motion Picture Corporation of America (MPCA),11061.0
19223,Sidonie,3621.0
54804,Big Deal Pictures,33783.0
18674,Golden Harvest Company,2521.0
18674,Eastern Productions,3359.0
152426,Laurel Entertainment,2483.0
152426,Spelling Films,10355.0
152426,Worldvision,13654.0
57221,,
26830,,
51038,,
30718,Savoy Pictures,11308.0
30718,Carolco Pictures,14723.0
37797,Studio Ghibli,10342.0
37797,Mimi wo Sumaseba Production Committee,12522.0
37797,Nippon Television Network (NTV),20192.0
37797,Hakuhodo,32441.0
37062,Fugitive Features,1625.0
37062,Alain Keytsman Production,65904.0
37062,Fugitive Darkly Noon,65905.0
37062,hauskunst Filmproduktions,85082.0
18665,Wong Jing's Workshop Ltd.,89807.0
12613,Sony Music Entertainment Japan,648.0
12613,Group TAC,5397.0
12613,Capcom,7220.0
21846,,
16233,Troma Entertainment,3052.0
13063,Avenging Conscience,2517.0
13063,Troma Entertainment,3052.0
13063,Cannibal Films Ltd.,20325.0
37563,Les Films du Losange,223.0
37563,Canal+,5358.0
37563,La Sept Cinéma,16366.0
37563,Sofilmka,95472.0
63054,,
41343,Star Overseas,3477.0
27318,Moonstone Entertainment,22289.0
16003,Filmteknik,6180.0
8214,Sputnik Oy,706.0
30330,Home Box Office (HBO),3268.0
30330,Northern Lights Entertainment,8816.0
29927,Radio Televizija Srbije,13027.0
29927,Cobra Films,37535.0
29927,MCRS,83034.0
48709,Les Films Alain Sarde,635.0
48709,Plateau A,1852.0
48709,Canal+,5358.0
37431,Overseas FilmGroup,888.0
100167,Orenda Films,38857.0
2061,Balboa Entertainment,20987.0
11210,Miramax,53009.0
148478,Lasihelmi Filmi,71825.0
27994,Troma Entertainment,3052.0
27994,GAGA,3656.0
27994,Namco Tales Studio Ltd.,4735.0
2460,,
12254,Meridian Broadcasting Ltd,5620.0
55902,,
74097,,
16992,Universal Pictures,33.0
16992,Hell's Kitchen Films,2307.0
9956,,
36702,,
134458,,
26124,BBC Films,288.0
9092,Interscope Communications,10201.0
9092,Polygram Filmed Entertainment,31080.0
18415,Fine Line Features,8.0
18415,Independent Pictures (II),2833.0
17629,Moviola Film och Television AB,6782.0
17629,TV4 Sweden AB,8267.0
17629,Yellow Cottage,17809.0
116008,GFT Entertainment,1069.0
116008,New Crime Productions,12886.0
116008,Child's Will Productions,40329.0
37517,Australian Film Finance Corporation (AFFC),8724.0
37517,Bill Bennett Productions,39601.0
37673,Ognon Pictures,1711.0
37673,MISR International Films,11574.0
37673,France 2 Cinéma,15671.0
26103,Filmwerks,7954.0
44641,,
8765,Davis-Films,342.0
8765,Cecchi Gori Group Tiger Cinematografica,371.0
8765,Colorado Film Production,10975.0
9845,Lolafilms,6861.0
9845,Instituto Mexicano de Cinematografía (IMCINE),8861.0
9845,Canal+ España,9335.0
9845,Mirador Films,20292.0
9845,Occidental Media Corp.,20293.0
9845,Sociedad General de Televisión (Sogetel),20295.0
26644,Arts Council of England,718.0
26644,British Broadcasting Corporation (BBC),3324.0
26644,British Screen Productions,12745.0
36221,,
26215,,
64559,Rhône-Alpes Cinéma,1666.0
64559,TF1 Films Production,3823.0
64559,Canal+,5358.0
64559,Télévision Suisse-Romande (TSR),8453.0
64559,MK2 Productions,9209.0
28123,Benjamin Productions,11224.0
35638,Sick-the Life and Death of Bob Flanagan-Supermasochist,94838.0
9732,Walt Disney Pictures,2.0
9732,Walt Disney Animation Australia,3476.0
9732,DisneyToon Studios,5391.0
86913,Miramax Films,14.0
30983,Imagine Entertainment,23.0
30983,HBO,6068.0
5470,CTV International,3417.0
10213,A Band Apart,59.0
10213,Dimension Films,7405.0
10213,Los Hooligans Productions,11705.0
19846,Pointblank Pictures,94202.0
50008,BBC Films,288.0
50008,Labrador Films,1400.0
50008,Scott Free Productions,1645.0
50008,HBO Pictures,3078.0
50008,WGBH,3449.0
12095,A Band Apart,59.0
12095,Dimension Films,7405.0
12095,Los Hooligans Productions,11705.0
1283,CARTEL S.A.,1026.0
1283,Rocabruno S.A.,1027.0
35016,,
95136,J&M Entertainment,12474.0
95136,Original Voices Inc.,12475.0
44625,Trimark Pictures,4063.0
44625,Trimark,5935.0
36282,,
14533,HBO Pictures,3078.0
9812,Propaganda Films,278.0
9812,PolyGram Filmed Entertainment,1382.0
41992,SF Norge Produksjon,6557.0
88421,,
8697,Golden Harvest Company,2521.0
22140,Zentropa,8109.0
7096,Hallmark Entertainment,4056.0
7096,NBC Studios,7928.0
7096,RHI Entertainment,20358.0
21039,Granada Film Productions,247.0
21039,Newmarket Capital Group,506.0
19850,Home Box Office (HBO),3268.0
17263,Trilogy Entertainment Group,2231.0
17263,Motion International,40414.0
17263,Goodbros. Pictures Entertainment,40415.0
344,Senator Film Produktion,191.0
344,Becker & Häberle Filmproduktion GmbH,5011.0
344,Traumwerk Filmproduktion GmbH,8465.0
15805,DC Comics,429.0
15805,Warner Bros. Animation,2785.0
14439,Home Box Office (HBO),3268.0
41227,,
13428,CML Films,2751.0
13428,Meridian Films,31317.0
27260,,
11508,Saban Entertainment,2106.0
11508,Fox Family Films,11232.0
67899,,
36105,Haut et Court,726.0
36105,Catpics Coproductions,20698.0
36105,Cité-Amérique Cinèma Télévision Inc.,20699.0
47186,MK2 Productions,9209.0
47186,Serene Films,53505.0
50173,Shintoho Film Distribution Committee,9303.0
57644,,
46817,France 3 Cinéma,591.0
46817,PECF,1650.0
46817,Rhône-Alpes Cinéma,1666.0
46817,Canal+,5358.0
46817,Centre National de la Cinématographie (CNC),18367.0
46817,Les Films de la Boissière,75954.0
45935,Shochiku Company,4641.0
45935,3-H Films,29842.0
47060,Haut et Court,726.0
47060,Arc Light Films,7475.0
47060,La Sept-Arte,11332.0
47060,Central Motion Pictures,25345.0
47060,China Television (CTV),76897.0
84002,CTB Film Company,318.0
84002,Soyuzkino,21385.0
9943,,
23356,Rosemont Productions,10510.0
55257,,
2487,Toho Film (Eiga) Co. Ltd.,622.0
38821,Solar Films inc.,6339.0
10429,Hacker Productions,6005.0
17985,Kamikaze,3421.0
21210,Varma Corporation,19230.0
21210,India Talkies,69701.0
54860,TOEI,7260.0
54860,Nippon-American Productions,39835.0
9597,RF2K Productions,1169.0
9597,TF1 Films Production,3823.0
9597,Studio Canal,5870.0
9597,Lions Gate,6644.0
21644,,
12485,Aurora Productions,1087.0
12485,Artisan Entertainment,2188.0
49745,,
62825,,
17074,DC Comics,429.0
17074,Warner Bros. Television,1957.0
17074,Warner Bros. Animation,2785.0
18491,TV Tokyo,3034.0
18491,Gainax,3041.0
18491,Movic,3466.0
18491,SEGA,5511.0
18491,Toei Animation,5542.0
18491,Kadokawa Shoten Publishing Co.,9068.0
18491,Production I.G.,12657.0
18491,Project Eva,21503.0
18491,Star Child Recording,21504.0
175739,,
13777,,
11854,,
87489,,
33491,Canal+,5358.0
33491,Agat Films & Cie,6519.0
33491,Arte France Cinéma,6916.0
33491,Tabo Tabo Films,15614.0
33491,Centre National de la Cinématographie (CNC),18367.0
33491,Sofinergie 4,28670.0
12619,Rogue Pictures,134.0
12619,Industry Entertainment,376.0
12619,Fresh Produce Company,74939.0
39927,The Kushner-Locke Company,2499.0
24272,,
29587,Public Art Films,19684.0
3716,Wüste Filmproduktion,204.0
3716,Quality Pictures,25757.0
11944,,
21348,Les Armateurs,6973.0
21348,Radio Télévision Belge Francophone (RTBF),7466.0
21348,Monipoly Productions,8175.0
21348,France 3 Cinema,16804.0
15319,Kurosawa Production Co.,2680.0
15319,Asmik Ace Entertainment,3033.0
15319,7 Films Cinéma,22805.0
9011,,
2332,ARP Sélection,189.0
2332,TF1 Films Productions,356.0
54003,Team Okuyama,29867.0
54003,Allied Entertainment Group Inc.,40738.0
54003,Eagle Eye Films Inc.,40739.0
54003,Fire Heart Films Inc.,40740.0
20882,Kinokompaniya CTB,886.0
20882,Nikola Film,13205.0
10205,Beyond Films,15635.0
40476,MP Productions,21321.0
40476,Agav Hafakot,39718.0
18394,Granada Film Productions,247.0
31774,,
35735,,
38203,Yleisradio (YLE),5975.0
